ID,Date,Duration,Language,Length,Transcription
SA_0254,2025-02-07,56,IT,medium,Real Estate Mogul ha richiesto una visione privata per Champagne d'annata raro. Follow-up dopo il gala.
SA_0255,2025-06-17,84,ZH,long,客户（VIP Client）正在寻找限量版手表。公司送礼。
SA_0256,2025-01-13,49,ZH,medium,VIP Client要求私下查看珍稀皮手袋。需要定制缩写.
SA_0257,2025-11-10,12,ZH,short,CEO要求私下查看高级定制。公司送礼。
SA_0258,2025-12-02,41,ZH,medium,客户（CEO）正在寻找稀有年份香槟。电汇待定.
SA_0259,2025-02-04,16,KO,short,고객(Tech Founder)이 오트쿠튀르를 찾고 있음. 프라이빗 뷰잉 요청.
SA_0260,2025-05-10,35,NL,medium,Klant (VIP Client) zoekt Haute Couture. Vergelijken met concurrenten.
SA_0261,2025-11-22,64,RU,long,Клиент (VC) ищет Ювелирные изделия. Готов к покупке.
SA_0262,2025-10-21,79,EN,long,VIP Client requested viewing for Haute Couture. Value approx $205k. Ready to buy.
SA_0263,2025-08-28,63,ZH,long,Art Collector要求私下查看高级定制。要求私下查看.
SA_0264,2025-10-28,81,DE,long,Philanthropist interessiert an Feiner Schmuck. Private Besichtigung angefordert.
SA_0265,2026-01-08,64,IT,long,Philanthropist interessato a Alta Moda. Confronto con la concorrenza.
SA_0266,2025-12-15,87,ES,long,Cliente (CEO) busca Baúl a medida. Listo para comprar.
SA_0267,2025-04-19,31,IT,medium,Tech Founder interessato a Borsa in pelle esotica. Follow-up dopo il gala.
SA_0268,2025-09-05,23,JA,short,クライアント（VC）が高級ジュエリーを探しています。銀行振込待ち.
SA_0269,2026-01-08,32,EN,medium,CEO requested viewing for Haute Couture. Value approx $496k. Corporate gifting.
SA_0270,2025-06-25,55,ZH,medium,VIP Client要求私下查看稀有年份香槟。正在与竞争对手比较.
SA_0271,2025-03-09,87,DE,long,CEO interessiert an Feiner Schmuck. Firmengeschenk.
SA_0272,2025-10-28,65,ZH,long,客户（Philanthropist）正在寻找限量版手表。公司送礼.
SA_0273,2025-12-15,10,ZH,short,Philanthropist对限量版手表感兴趣。晚宴后跟进.
SA_0274,2025-09-13,13,PT,short,Philanthropist solicitou uma visualização privada para Bolsa de pelle exótica. Presente corporativo.
SA_0275,2025-10-23,69,AR,long,Tech Founder مهتم بـ ساعة إصدار محدود. مقارنة مع المنافسين.
SA_0276,2025-03-05,24,IT,short,Cliente (VIP Client) cerca Orologio in edizione limitada. Follow-up dopo il gala.
SA_0277,2025-02-20,83,PT,long,VC interessado em Champanhe vintage raro. Precisa de monograma personalizado.
SA_0278,2025-06-15,77,AR,long,Philanthropist مهتم بـ حقيبة جلد غريب. طلب عرضًا خاصًا.
SA_0279,2025-01-06,82,ES,long,Tech Founder interesado en Baúl a medida. Solicitó vista privada.
SA_0280,2025-01-23,24,RU,short,Клиент (Philanthropist) ищет Редкое винтажное шампанское. Готов к покупке.
SA_0281,2025-04-29,13,AR,short,Tech Founder مهتم بـ حقيبة جلد غريب. متابعة بعد الحفل.
SA_0282,2025-08-14,22,NL,short,VIP Client geïnteresseerd in Exotische handtas. Heeft aangepast monogram nodig.
SA_0283,2025-04-18,70,ES,long,Cliente (Tech Founder) busca Alta Joyería. Comparando con competidores.
SA_0284,2025-03-10,27,KO,short,VC님이 엑조틱 스킨 핸드백에 관심을 보임. 맞춤형 이니셜 필요.
SA_0285,2025-07-10,39,EN,medium,Philanthropist requested viewing for Limited Edition Watch. Value approx $394k. Corporate gifting.
SA_0286,2025-02-04,71,DE,long,CEO bat um eine private Besichtigung for Seltener Jahrgangschampagner. Benötigt individuelles Monogramm.
SA_0287,2025-08-09,18,PT,short,Cliente (Tech Founder) procura Alta Costura. Transferência pendente.
SA_0288,2025-10-20,58,ZH,medium,客户（VIP Client）正在寻找珍稀皮手袋。准备购买.
SA_0289,2025-11-02,50,ES,medium,Tech Founder solicitó una vista privada para Champaña vintage rara. Transferencia pendiente.
SA_0290,2025-11-20,90,PT,long,VC interessado em Mala sob medida. Solicitou visualização privada.
SA_0291,2025-01-04,51,ES,medium,CEO interesado en Bolso de piel exótica. Regalo corporativo.
SA_0292,2025-08-08,41,PT,medium,VC solicitou uma visualização privada para Bolsa de pele exótica. Comparando com concorrentes.
SA_0293,2025-03-29,74,FR,long,Tech Founder a demandé une presentazione privata per Champagne millésimé rare. Besoin d'un monogramme personnalisé.
SA_0294,2025-06-06,20,PT,short,Cliente (Real Estate Mogul) procura Relógio de edizione limitata. Transferência pendente.
SA_0295,2025-08-09,23,AR,short,VC مهتم بـ ساعة إصدار محدود. طلب عرضًا خاصًا.
SA_0296,2025-10-18,75,KO,long,고객(Art Collector)이 한정판 시계를 찾고 있음. 구매 준비 완료.
SA_0297,2025-09-02,22,RU,short,Real Estate Mogul запросил частный просмотр Багаж на заказ. Готов к покупке.
SA_0298,2025-04-16,20,FR,short,Le client (Real Estate Mogul) recherche Champagne millésimé rare. Virement en attente.
SA_0299,2025-12-23,51,FR,medium,VC intéressé par Montre edizione limitada. Suivi après le gala.
SA_0300,2025-11-27,47,ES,medium,Cliente (Art Collector) busca Champaña vintage rara. Transferencia pendiente.
SA_0301,2025-08-09,75,KO,long,VIP Client님이 한정판 시계 프라이빗 뷰잉을 요청함. 경쟁사와 비교 중.
SA_0302,2026-01-03,59,JA,medium,Real Estate Mogulは限定版ウォッチに興味を持っています。購入の準備ができています.
SA_0303,2025-11-07,81,KO,long,Real Estate Mogul님이 희귀 빈티지 샴페인에 관심을 보임. 구매 준비 완료.
SA_0304,2025-09-08,32,RU,medium,CEO интересуется От кутюр. Корпоративный подарок.
SA_0305,2025-07-31,61,ZH,long,客户（VIP Client）正在寻找限量版手表。要求私下查看.
SA_0306,2025-06-10,30,AR,short,العميل (Art Collector) يبحث عن صندوق مخصص. متابعة بعد الحفل.
SA_0307,2025-09-29,84,IT,long,Tech Founder interessato a Borsa in pelle esotica. Confronto con la concorrenza.
SA_0308,2025-10-12,76,PT,long,CEO solicitou uma visualização privata per Alta Joalharia. Comparando com concorrentes.
SA_0309,2025-07-29,81,IT,long,CEO interessato a Orologio in edizione limitada. Regalo aziendale.
SA_0310,2025-11-26,44,ES,medium,Cliente (Tech Founder) busca Alta Joyería. Transferencia pendiente.
SA_0311,2025-05-20,50,EN,medium,CEO interested in Limited Edition Watch. Corporate gifting.
SA_0312,2025-04-25,11,NL,short,CEO geïnteresseerd in Fijne sieraden. Vergelijken met concurrenten.
SA_0313,2026-01-14,33,IT,medium,VIP Client interessato a Borsa in pelle esotica. Regalo aziendale.
SA_0314,2025-01-08,21,PT,short,VIP Client interessado em Alta Costura. Solicitou visualização privata.
SA_0315,2025-08-30,77,AR,long,Real Estate Mogul مهتم بـ صندوق مخصص. طلب عرضًا خاصًا.
SA_0316,2025-08-14,21,NL,short,VC geïnteresseerd in Gelimiteerd horloge. Zakelijk cadeau.
SA_0317,2025-01-14,29,AR,short,Philanthropist طلب عرضًا خاصًا لـ صندوق مخصص. هدية مؤسسية.
SA_0318,2025-08-30,65,EN,long,Client (CEO) looking at Bespoke Trunk. Needs custom monogram.
SA_0319,2025-07-07,73,RU,long,Клиент (VIP Client) ищет Сумка из экзотической кожи. Запрошен частный просмотр.
SA_0320,2025-08-28,88,DE,long,Philanthropist interessiert an Haute Couture. Überweisung ausstehend.
SA_0321,2026-01-06,77,ES,long,Art Collector solicitó una vista privata per Champaña vintage rara. Comparando con competidores.
SA_0322,2025-04-04,79,IT,long,VIP Client ha richiesto una visione privata per Baule su misura. Confronto con la concorrenza.
SA_0323,2025-12-09,39,AR,medium,Tech Founder طلب عرضًا خاصًا لـ ساعة إصدار محدود. طلب عرضًا خاصًا.
SA_0324,2025-04-08,50,RU,medium,VIP Client запросил частный просмотр От кутюр. Нужна индивидуальная монограмма.
SA_0325,2025-07-24,63,AR,long,Philanthropist طلب عرضًا خاصًا لـ مجوهرات فاخرة. متابعة بعد الحفل.
SA_0326,2025-07-30,49,JA,medium,VIP Clientは高級ジュエリーのプライベートビューイングを依頼しました。カスタムモノグラムが必要.
SA_0327,2025-09-09,61,DE,long,Kunde (Tech Founder) sucht Seltener Jahrgangschampagner. Überweisung ausstehend.
SA_0328,2025-08-15,20,JA,short,VCは高級ジュエリーのプライベートビューイングを依頼しました。ガラ後のフォローアップ.
SA_0329,2025-03-08,24,EN,short,Client (Tech Founder) looking at Rare Vintage Champagne. Follow-up after gala.
SA_0330,2025-05-16,63,FR,long,Tech Founder interessé par Montre edizione limitata. A demandé une visite privée.
SA_0331,2026-01-19,46,EN,medium,Client (VIP Client) looking at Limited Edition Watch. Corporate gifting.
SA_0332,2025-11-22,78,PT,long,CEO solicitou uma visualização privata per Mala sob medida. Transferência pendente.
SA_0333,2025-08-18,17,KO,short,Philanthropist님이 맞춤형 트렁크 프라이빗 뷰잉을 요청함. 맞춤형 이니셜 필요.
SA_0334,2025-10-26,82,FR,long,Real Estate Mogul a demandé une presentazione privata per Montre edizione limitata. Besoin d'un monogramme personnalisé.
SA_0335,2025-07-20,81,ZH,long,Philanthropist对高级珠宝感兴趣。要求私下查看.
SA_0336,2025-09-16,51,AR,medium,Real Estate Mogul طلب عرضًا خاصًا لـ شامبانيا معتقة نادرة. جاهز للشراء.
SA_0337,2025-10-10,51,EN,medium,VC interested in Exotic Skin Handbag. Wire transfer pending.
SA_0338,2025-03-16,20,JA,short,クライアント（CEO）がオートクチュールを探しています。法人向けギフト.
SA_0339,2025-05-29,51,KO,medium,고객(VIP Client)이 한정판 시계를 찾고 있음. 맞춤형 이니셜 필요.
SA_0340,2025-09-19,30,AR,short,Tech Founder طلب عرضًا خاصًا لـ صندوق مخصص. يحتاج إلى مونوغرام مخصص.
SA_0341,2025-11-14,75,AR,long,العميل (VIP Client) يبحث عن حقيبة جلد غريب. متابعة بعد الحفل.
SA_0342,2025-12-14,81,AR,long,Real Estate Mogul طلب عرضًا خاصًا لـ هوت كوتور. جاهز للشراء.
SA_0343,2025-09-25,58,IT,medium,Cliente (Tech Founder) cerca Champagne d'annata raro. Confronto con la concorrenza.
SA_0344,2025-05-05,77,IT,long,VIP Client interessato a Baule su misura. Pronto all'acquisto.
SA_0345,2025-07-20,14,IT,short,Cliente (Real Estate Mogul) cerca Borsa in pelle esotica. Pronto all'acquisto.
SA_0346,2025-04-25,37,JA,medium,VIP Clientは高級ジュエリーのプライベートビューイングを依頼しました。購入の準備ができています.
SA_0347,2025-03-18,25,IT,short,Cliente (VIP Client) cerca Alta Gioielleria. Regalo aziendale.
SA_0348,2025-02-04,84,EN,long,Client (Tech Founder) looking at Limited Edition Watch. Corporate gifting.
SA_0349,2025-04-03,75,PT,long,VC interessado em Mala sob medida. Presente corporativo.
SA_0350,2025-06-13,87,KO,long,고객(Tech Founder)이 한정판 시계를 찾고 있음. 갈라 행사 후 후속 조치.
SA_0351,2025-06-03,21,DE,short,Kunde (VC) sucht Seltener Jahrgangschampagner. Nachbereitung nach der Gala.
SA_0352,2025-04-08,79,NL,long,Philanthropist geïnteresseerd in Fijne sieraden. Klaar om te kopen.
SA_0353,2025-10-06,78,RU,long,Tech Founder интересуется Багаж на заказ. Последующее наблюдение после гала-концерта.
SA_0354,2025-07-25,88,EN,long,VIP Client requested viewing for Fine Jewelry. Value approx $348k. Follow-up after gala.
SA_0355,2025-09-11,89,JA,long,VCは希少なヴィンテージシャンパンに興味を持っています。購入の準備ができています.
SA_0356,2025-01-24,15,AR,short,VC مهتم بـ هوت كوتور. جاهز للشراء.
SA_0357,2025-05-17,27,RU,short,VC интересуется От кутюр. Сравнение с конкурентами.
SA_0358,2025-01-20,74,DE,long,CEO bat um eine private Besichtigung for Maßgefertigter Koffer. Nachbereitung nach der Gala.
SA_0359,2025-03-01,56,FR,medium,Étudiant intéressé par Champagne millésimé rare. Besoin d'un monogramme personnalisé.
SA_0360,2025-11-29,13,AR,short,VIP Client طلب عرضًا خاصًا لـ ساعة إصدار محدود. هدية مؤسسية.
SA_0361,2026-01-14,49,EN,medium,Client (Real Estate Mogul) looking at Bespoke Trunk. Wire transfer pending.
SA_0362,2025-10-23,54,IT,medium,Real Estate Mogul ha richiesto una visione privata per Champagne d'annata raro. Necessita di monogramma personalizzato.
SA_0363,2025-11-28,14,RU,short,Real Estate Mogul интересуется Сумка из экзотической кожи. Перевод в ожидании.
SA_0364,2025-05-02,46,IT,medium,Cliente (Tech Founder) cerca Baule su misura. Necessita di monogramma personalizzato.
SA_0365,2025-05-15,72,AR,long,VC مهتم بـ ساعة إصدار محدود. متابعة after gala.
SA_0366,2025-10-26,38,ES,medium,Cliente (Philanthropist) busca Bolso de piel exótica. Comparando con competidores.
SA_0367,2025-11-02,54,AR,medium,Tech Founder طلب عرضًا خاصًا لـ مجوهرات فاخرة. هدية مؤسسية.
SA_0368,2025-05-28,69,FR,long,CEO a demandé une presentazione privata per Haute Joaillerie. Besoin d'un monogramme personnalisé.
SA_0369,2025-11-02,19,IT,short,CEO interessato a Alta Gioielleria. Confronto con la concorrenza.
SA_0370,2025-01-11,84,DE,long,Kunde (CEO) sucht Haute Couture. Vergleich mit Wettbewerbern.
SA_0371,2025-03-02,65,DE,long,VC interessert an Exotische Handtasche. Vergleich mit Wettbewerbern.
SA_0372,2025-12-25,26,KO,short,Real Estate Mogul님이 파인 주얼리 프라이빗 뷰잉을 요청함. 기업용 선물.
SA_0373,2025-10-15,38,ZH,medium,Art Collector要求私下查看珍稀皮手袋。公司送礼.
SA_0374,2025-09-03,68,FR,long,Le client (Art Collector) recherche Malle sur mesure. Virement en attente.
SA_0375,2025-08-31,65,RU,long,CEO запросил частный просмотр Ювелирные изделия. Сравнение с конкурентами.
SA_0376,2025-12-20,40,IT,medium,Philanthropist interessato a Champagne d'annata raro. Pronto all'acquisto.
SA_0377,2025-03-29,21,PT,short,Cliente (CEO) procura Mala sob medida. Pronto para comprar.
SA_0378,2025-10-26,68,ZH,long,Art Collector要求私下查看高级定制. 正在与竞争对手比较.
SA_0379,2025-07-31,18,IT,short,Tech Founder interessato a Borsa in pelle esotica. Bonifico in sospeso.
SA_0380,2025-07-18,86,KO,long,Real Estate Mogul님이 엑조틱 스킨 핸드백 프라이빗 뷰잉을 요청함. 프라이빗 뷰잉 요청.
SA_0381,2025-01-02,34,KO,medium,VIP Client님이 엑조틱 스킨 핸드백에 관심을 보임. 구매 준비 완료.
SA_0382,2025-04-25,14,DE,short,Art Collector bat um eine private Besichtigung for Exotische Handtasche. Kaufbereit.
SA_0383,2026-01-19,83,PT,long,Cliente (Art Collector) procura Bolsa de pele exótica. Solicitou visualização privata.
SA_0384,2025-06-13,56,IT,medium,CEO interessato a Champagne d'annata raro. Ha richiesto una visione privata.
SA_0385,2025-11-01,61,IT,long,Cliente (Tech Founder) cerca Orologio in edizione limitada. Regalo aziendale.
SA_0386,2025-07-12,85,NL,long,CEO geïnteresseerd in Gelimiteerd horloge. Overschrijving in behandeling.
SA_0387,2025-05-27,51,KO,medium,고객(CEO)이 맞춤형 트렁크를 찾고 있음. 송금 대기 중.
SA_0388,2025-11-06,21,EN,short,Art Collector interested in Exotic Skin Handbag. Follow-up after gala.
SA_0389,2025-06-05,47,NL,medium,Art Collector heeft een privébezichtiging aangevraagd for Exotische handtas. Privébezichtiging aangevraagd.
SA_0390,2025-05-04,83,ES,long,VC solicitó una vista privata per Baúl a medida. Regalo corporativo.
SA_0391,2025-08-17,54,DE,medium,Art Collector interessert an Maßgefertigter Koffer. Überweisung ausstehend.
SA_0392,2025-09-26,60,EN,medium,VC requested viewing for Rare Vintage Champagne. Value approx $371k. Corporate gifting.
SA_0393,2025-05-06,34,RU,medium,VC интересуется Часы ограниченной серии. Сравнение с конкурентами.
SA_0394,2025-12-22,20,KO,short,CEO님이 맞춤형 트렁크에 관심을 보임. 기업용 선물.
SA_0395,2025-12-20,22,FR,short,VC a demandé une presentazione privata per Montre edizione limitata. Compare avec la concurrence.
SA_0396,2025-10-04,80,ZH,long,Art Collector要求私下查看珍稀皮手袋。电汇待定.
SA_0397,2025-02-25,78,NL,long,Philanthropist geïnteresseerd in Zeldzame vintage champagne. Klaar om te kopen.
SA_0398,2025-05-18,32,ZH,medium,客户（Philanthropist）正在寻找定制行李箱。公司送礼.
SA_0399,2025-09-16,44,ES,medium,VC interesado en Reloj de edizione limitata. Necesita monogramma personalizzato.
SA_0400,2025-08-27,52,ZH,medium,VC要求私下查看珍稀皮手袋。准备购买.
